gene_id state1_rep1 state1_rep2 state2_rep1 state2_rep2
ECDH10B_2953 246 437 666 241
ECDH10B_2954 174 413 1071 443
ECDH10B_2955 26 119 76 118
ECDH10B_2956 16 126 37 31
ECDH10B_2957 59 54 77 11
ECDH10B_2958 179 211 418 351
ECDH10B_2959 27 117 265 179
ECDH10B_2960 26 110 188 54
ECDH10B_2962 146 160 499 333
ECDH10B_2963 95 309 853 447
ECDH10B_2964 705 665 1291 808
ECDH10B_2965 672 745 4260 2200
ECDH10B_2966 172 568 1984 1218
ECDH10B_2967 68 233 338 197
ECDH10B_2968 273 162 86 131
ECDH10B_2969 62 4 67 42
ECDH10B_2970 0 32 0 0
ECDH10B_2971 142 77 111 42
ECDH10B_2972 48 10 103 46
ECDH10B_2973 57 12 103 29
ECDH10B_2974 138 229 548 351
ECDH10B_2975 316 669 1022 643
ECDH10B_2976 79 185 250 72
ECDH10B_2977 186 469 730 183
ECDH10B_2979 98 150 1338 624
ECDH10B_2980 249 383 527 314
ECDH10B_2981 157 513 448 305
ECDH10B_2982 181 570 1122 435
ECDH10B_2983 234 511 1265 516
ECDH10B_2984 159 394 846 514
ECDH10B_2985 73 223 438 272
ECDH10B_2986 29 56 199 73
ECDH10B_2987 291 563 2090 864
ECDH10B_2988 93 120 261 177
ECDH10B_2989 136 517 1025 433
ECDH10B_2990 222 805 2059 666
ECDH10B_2991 331 952 2444 979
ECDH10B_2992 330 961 1700 496
ECDH10B_2993 0 30 75 29
ECDH10B_2994 0 53 52 20
ECDH10B_2995 24 108 91 41
ECDH10B_2996 4 41 83 0
ECDH10B_2997 317 767 1134 592
ECDH10B_2998 132 514 1032 611
ECDH10B_2999 944 1549 2771 1669
ECDH10B_3000 484 1163 2032 887
ECDH10B_3001 33 86 227 111
ECDH10B_3002 94 379 547 193
ECDH10B_3003 38 122 415 177
ECDH10B_3004 288 505 1161 534
ECDH10B_3005 81 293 679 212
ECDH10B_3006 261 649 1155 384
ECDH10B_3009 128 328 588 418
ECDH10B_3010 68 249 522 309
ECDH10B_3011 78 148 286 144
ECDH10B_3012 81 149 315 285
ECDH10B_3013 27 121 172 73
ECDH10B_3014 16 38 74 38
ECDH10B_3015 23 0 63 30
ECDH10B_3016 163 88 153 151
ECDH10B_3017 90 430 381 233
ECDH10B_3018 0 23 26 19
ECDH10B_3019 76 53 36 8
ECDH10B_3020 51 0 16 12
ECDH10B_3021 0 0 16 0
ECDH10B_3022 11 0 0 0
ECDH10B_3023 0 0 0 0
ECDH10B_3024 5 12 36 41
ECDH10B_3025 16 4 0 3
ECDH10B_3026 0 0 11 0
ECDH10B_3028 0 11 11 15
ECDH10B_3029 0 0 0 0
ECDH10B_3030 0 13 74 0
ECDH10B_3033 6 5 45 53
ECDH10B_3034 0 0 0 0
ECDH10B_3035 0 0 0 0
ECDH10B_3038 100 194 561 175
ECDH10B_3039 20 90 95 41
ECDH10B_3040 136 228 598 202
ECDH10B_3041 76 97 110 62
ECDH10B_3042 16 19 53 6
ECDH10B_3043 62 11 78 43
ECDH10B_3044 523 220 287 239
ECDH10B_3045 14 0 0 29
ECDH10B_3046 27 28 50 10
ECDH10B_3047 9 33 23 40
ECDH10B_3048 33 24 78 28
ECDH10B_3049 62 93 56 102
ECDH10B_3050 246 159 93 77
ECDH10B_3051 97 37 16 0
ECDH10B_3052 113 64 49 20
ECDH10B_3053 54 132 159 84
ECDH10B_3054 23 35 2 21
ECDH10B_3055 5 10 38 0
ECDH10B_3056 42 97 201 125
ECDH10B_3057 28 47 39 48
ECDH10B_3058 22 58 84 6
ECDH10B_3059 47 56 49 21
ECDH10B_3061 27 19 140 25
ECDH10B_3062 0 16 10 0
ECDH10B_3063 46 34 393 216
ECDH10B_3064 1148 2817 8282 4025
ECDH10B_3065 713 2012 4942 2631
ECDH10B_3066 420 774 1607 717
ECDH10B_3067 311 664 1009 647
ECDH10B_3068 290 619 773 428
ECDH10B_3069 520 1369 1610 794
ECDH10B_3070 384 902 982 304
ECDH10B_3071 223 496 400 308
ECDH10B_3072 658 1077 2541 884
ECDH10B_3073 1095 796 3002 1329
ECDH10B_3074 142 88 238 55
ECDH10B_3075 353 593 1259 857
ECDH10B_3076 59 199 368 163
ECDH10B_3077 623 907 2912 1168
ECDH10B_3078 709 337 1247 659
ECDH10B_3080 462 679 1044 401
ECDH10B_3081 274 814 764 436
ECDH10B_3082 614 1070 2494 1173
ECDH10B_3083 399 500 993 505
ECDH10B_3084 829 1845 4506 1876
ECDH10B_3086 290 1941 1908 948
ECDH10B_3088 1032 2166 2570 1415
ECDH10B_3089 930 575 1064 1037
ECDH10B_3090 0 16 9 6
ECDH10B_3091 474 407 1371 670
ECDH10B_3093 4 20 45 7
ECDH10B_3094 27 0 4 18
ECDH10B_3096 17 32 136 55
ECDH10B_3097 263 175 721 123
ECDH10B_3098 81 206 486 190
ECDH10B_3099 93 472 1069 615
ECDH10B_3100 7146 9161 32483 18106
ECDH10B_3101 6927 6297 20523 11108
ECDH10B_3102 2306 3501 9271 3621
ECDH10B_3103 77 266 246 217
ECDH10B_3104 35 125 173 90
ECDH10B_3105 0 42 0 10
ECDH10B_3106 14 29 37 11
ECDH10B_3110 4575 7863 13870 8205
ECDH10B_3111 259 521 1498 561
ECDH10B_3112 502 809 2489 1084
ECDH10B_3113 1155 2947 7472 2625
ECDH10B_3114 22 223 410 188
ECDH10B_3115 36 95 137 67
ECDH10B_3116 16 119 196 87
ECDH10B_3117 142 435 1726 872
ECDH10B_3119 6 56 120 15
ECDH10B_3121 113 252 520 327
ECDH10B_3122 378 407 816 613
ECDH10B_3123 324 829 1993 1025
ECDH10B_3124 141 412 994 329
ECDH10B_3125 74 253 548 268
ECDH10B_3126 174 307 562 493
ECDH10B_3127 165 226 406 174
ECDH10B_3128 34 23 78 16
ECDH10B_3129 117 126 619 203
ECDH10B_3130 155 478 801 464
ECDH10B_3131 88 66 144 66
ECDH10B_3132 2520 1674 390 191
ECDH10B_3133 81 515 882 443
ECDH10B_3134 426 508 1180 495
ECDH10B_3135 286 362 764 485
ECDH10B_3136 231 522 1300 555
ECDH10B_3137 310 186 635 673
ECDH10B_3138 123 253 579 266
ECDH10B_3141 11 84 224 49
ECDH10B_3142 0 52 14 2
ECDH10B_3143 27 134 159 35
ECDH10B_3144 96 411 659 390
ECDH10B_3145 0 58 182 41
ECDH10B_3146 0 0 30 24
ECDH10B_3147 233 193 30 50
ECDH10B_3148 147 386 1140 659
ECDH10B_3151 21 88 101 56
ECDH10B_3152 138 110 286 112
ECDH10B_3153 40 46 52 65
ECDH10B_3154 48 13 42 22
ECDH10B_3155 8 0 0 12
ECDH10B_3156 42 46 88 12
ECDH10B_3157 117 212 526 161
ECDH10B_3158 42 43 205 102
ECDH10B_3159 28 44 104 44
ECDH10B_3160 31 96 297 106
ECDH10B_3161 0 0 28 33
ECDH10B_3162 24 10 12 9
ECDH10B_3163 0 2 0 0
ECDH10B_3164 32 0 5 25
ECDH10B_3165 459 636 1195 539
ECDH10B_3166 120 284 1212 393
ECDH10B_3167 72 80 185 32
ECDH10B_3168 52 175 38 17
ECDH10B_3169 134 293 138 51
ECDH10B_3170 89 144 170 30
ECDH10B_3171 511 1001 339 68
ECDH10B_3172 228 660 96 11
ECDH10B_3173 315 423 23 23
ECDH10B_3174 755 882 110 72
ECDH10B_3175 9 15 11 11
ECDH10B_3178 382 215 324 89
ECDH10B_3179 235 294 464 314
ECDH10B_3180 66 44 632 379
ECDH10B_3181 297 149 1818 1151
ECDH10B_3182 312 827 5086 1605
ECDH10B_3183 54 281 896 436
ECDH10B_3184 182 544 461 365
ECDH10B_3185 69 118 189 104
ECDH10B_3186 220 137 330 130
ECDH10B_3187 87 160 497 73
ECDH10B_3188 11 32 99 36
ECDH10B_3189 9 57 9 31
ECDH10B_3190 307 1471 2950 896
ECDH10B_3191 468 1140 1747 804
ECDH10B_3192 202 604 1268 498
ECDH10B_3193 455 1562 2891 1914
ECDH10B_3194 288 273 528 210
ECDH10B_3195 7 20 134 60
ECDH10B_3196 58 73 48 54
ECDH10B_3197 35 16 256 54
ECDH10B_3198 201 145 583 222
ECDH10B_3199 51 121 79 104
ECDH10B_3200 130 93 195 82
ECDH10B_3201 0 21 46 22
ECDH10B_3202 102 151 411 105
ECDH10B_3203 560 987 1329 1009
ECDH10B_3204 826 2523 3443 2008
ECDH10B_3205 182 421 659 338
ECDH10B_3206 464 467 1249 296
ECDH10B_3207 44 159 413 135
ECDH10B_3208 128 596 679 345
ECDH10B_3209 1122 1630 4527 1844
ECDH10B_3210 363 428 817 348
ECDH10B_3211 500 981 2035 664
ECDH10B_3212 1426 2345 4882 2257
ECDH10B_3213 225 604 810 425
ECDH10B_3214 279 513 887 354
ECDH10B_3215 505 1442 3780 2632
ECDH10B_3216 206 563 1789 538
ECDH10B_3217 16 35 72 37
ECDH10B_3218 0 0 4 0
ECDH10B_3219 0 0 0 0
ECDH10B_3220 12 131 96 22
ECDH10B_3221 14 14 38 16
ECDH10B_3222 67 105 116 64
ECDH10B_3223 95 10 57 66
ECDH10B_3224 41 347 110 88
ECDH10B_3225 75 281 500 323
ECDH10B_3227 380 660 1525 875
ECDH10B_3228 434 686 951 392
ECDH10B_3229 126 233 326 130
ECDH10B_3230 150 200 1208 686
ECDH10B_3231 544 821 2286 1105
ECDH10B_3232 238 361 1139 364
ECDH10B_3233 42 187 177 116
ECDH10B_3234 192 464 978 358
ECDH10B_3235 106 123 356 142
ECDH10B_3236 0 20 34 0
ECDH10B_3237 8 10 23 9
ECDH10B_3238 19 145 430 124
ECDH10B_3239 172 533 856 311
ECDH10B_3240 7214 4286 11219 7875
ECDH10B_3241 1186 2708 7165 2460
ECDH10B_3242 2313 3545 7315 4062
ECDH10B_3243 104 77 336 262
ECDH10B_3244 0 0 9 0
ECDH10B_3245 53 91 466 312
ECDH10B_3246 121 151 249 154
ECDH10B_3247 102 117 409 201
ECDH10B_3248 61 21 1506 414
ECDH10B_3249 18 9 109 104
ECDH10B_3250 238 556 659 268
ECDH10B_3251 68 116 98 46
ECDH10B_3252 0 27 20 0
ECDH10B_3253 0 15 12 10
ECDH10B_3254 0 12 29 7
ECDH10B_3255 10 56 75 47
ECDH10B_3256 59 51 238 48
ECDH10B_3257 6 68 86 47
ECDH10B_3258 23 19 66 11
ECDH10B_3259 84 739 1033 733
ECDH10B_3260 35 8 97 112
ECDH10B_3261 0 16 106 8
ECDH10B_3262 413 246 607 141
ECDH10B_3264 374 822 1365 557
ECDH10B_3265 1367 1828 4198 1221
ECDH10B_3266 169 370 563 328
ECDH10B_3267 55 145 90 53
ECDH10B_3268 41 175 129 20
ECDH10B_3269 65 142 174 49
ECDH10B_3270 593 947 1516 1020
ECDH10B_3271 552 1040 1962 617
ECDH10B_3272 145 377 757 251
ECDH10B_3273 526 490 959 788
ECDH10B_3274 452 682 905 426
ECDH10B_3275 268 509 758 247
ECDH10B_3276 183 270 389 96
ECDH10B_3277 0 46 44 17
ECDH10B_3278 29 108 229 95
ECDH10B_3279 49 84 53 18
ECDH10B_3280 35 15 183 69
ECDH10B_3281 122 229 644 412
ECDH10B_3282 10 35 39 42
ECDH10B_3283 88 125 336 77
ECDH10B_3284 115 576 1524 439
ECDH10B_3285 44 246 848 355
ECDH10B_3286 40 37 106 0
ECDH10B_3287 14 17 0 0
ECDH10B_3288 178 190 72 0
ECDH10B_3289 650 48 27 0
ECDH10B_3290 1177 167 91 44
ECDH10B_3291 1678 64 19 11
ECDH10B_3292 417 22 14 34
ECDH10B_3293 0 0 0 0
ECDH10B_3294 14 0 12 23
ECDH10B_3295 0 22 77 23
ECDH10B_3296 60534 51945 134882 79230
ECDH10B_3297 95 86 57 42
ECDH10B_3298 63 27 46 36
ECDH10B_3299 33 55 28 4
ECDH10B_3300 80 26 22 17
ECDH10B_3301 165 58 134 43
ECDH10B_3302 66 93 169 98
ECDH10B_3303 91 227 423 210
ECDH10B_3304 444 734 1215 968
ECDH10B_3305 29 16 69 24
ECDH10B_3306 0 0 6 0
ECDH10B_3307 12 0 29 0
ECDH10B_3308 44 48 47 17
ECDH10B_3309 0 15 79 42
ECDH10B_3310 0 13 41 24
ECDH10B_3311 0 0 0 0
ECDH10B_3312 0 16 18 0
ECDH10B_3313 10 22 55 17
ECDH10B_3314 0 0 13 0
ECDH10B_3315 31 45 37 15
ECDH10B_3316 3 22 41 21
ECDH10B_3317 111 317 436 225
ECDH10B_3318 78 102 246 167
ECDH10B_3319 54 127 246 235
ECDH10B_3320 397 582 1265 592
ECDH10B_3321 132 116 277 177
ECDH10B_3322 149 266 536 315
ECDH10B_3323 234 569 819 482
ECDH10B_3324 67 313 508 267
ECDH10B_3325 38 78 113 72
ECDH10B_3326 69 197 262 136
ECDH10B_3327 84 287 266 280
ECDH10B_3328 486 399 364 196
ECDH10B_3329 938 767 483 213
ECDH10B_3330 866 640 204 110
ECDH10B_3331 200 273 0 11
ECDH10B_3332 218 289 32 13
ECDH10B_3333 149 430 575 361
ECDH10B_3334 155 460 381 299
ECDH10B_3335 3126 15574 25779 10100
ECDH10B_3336 2199 8799 18945 6159
ECDH10B_3337 4905 14148 29650 11322
ECDH10B_3339 2701 5396 10146 8040
ECDH10B_3340 448 1456 2872 1357
ECDH10B_3341 184 265 974 509
ECDH10B_3342 4780 21402 37772 21415
ECDH10B_3343 2077 8816 17407 7540
ECDH10B_3344 750 3400 6081 4318
ECDH10B_3345 349 2787 2052 969
ECDH10B_3346 260 547 830 216
ECDH10B_3347 70 161 483 60
ECDH10B_3348 0 0 5 0
ECDH10B_3349 1681 5234 7584 3569
ECDH10B_3350 1356 2139 3129 1464
ECDH10B_3351 206 649 921 562
ECDH10B_3352 4535 8792 15382 7108
ECDH10B_3353 1231 2468 3825 1373
ECDH10B_3354 800 1518 3762 1897
ECDH10B_3355 208 529 1431 1208
ECDH10B_3356 152 352 846 282
ECDH10B_3357 616 4938 6369 2666
ECDH10B_3358 478 1731 4949 1729
ECDH10B_3359 534 1717 2822 2011
ECDH10B_3360 3517 10558 18454 8075
ECDH10B_3361 607 662 1897 827
ECDH10B_3362 190 333 823 358
ECDH10B_3364 183 541 885 719
ECDH10B_3365 124 189 244 160
ECDH10B_3366 304 854 1181 509
ECDH10B_3367 186 425 712 379
ECDH10B_3368 348 1458 1737 830
ECDH10B_3369 378 1739 1905 693
ECDH10B_3370 184 337 602 319
ECDH10B_3371 287 990 1516 753
ECDH10B_3372 478 1061 1155 597
ECDH10B_3373 210 681 1497 430
ECDH10B_3374 274 870 1583 673
ECDH10B_3375 419 824 1866 1113
ECDH10B_3376 1032 1928 4818 2565
ECDH10B_3377 258 369 1023 609
ECDH10B_3378 399 505 1579 1116
ECDH10B_3379 357 685 2045 1168
ECDH10B_3380 69 178 378 172
ECDH10B_3381 553 1164 1019 1648
ECDH10B_3382 360 809 476 1012
ECDH10B_3383 233 258 324 137
ECDH10B_3385 816 1435 1683 969
ECDH10B_3386 58 110 61 19
ECDH10B_3387 1221 3093 10802 3284
ECDH10B_3388 223 950 4511 1728
ECDH10B_3389 0 26 249 79
ECDH10B_3390 0 23 74 7
ECDH10B_3391 96 339 558 201
ECDH10B_3394 0 0 0 0
ECDH10B_3396 81 119 267 45
ECDH10B_3398 49 20 1429 322
ECDH10B_3399 67 74 1199 231
ECDH10B_3400 46 55 654 217
ECDH10B_3401 72 52 2277 403
ECDH10B_3402 76 87 3798 871
ECDH10B_3403 602 804 549 247
ECDH10B_3404 80 148 204 109
ECDH10B_3405 778 763 1160 1081
ECDH10B_3406 1151 2100 4521 1663
ECDH10B_3407 1243 3256 7878 2944
ECDH10B_3408 2405 6612 22683 9232
ECDH10B_3409 180 514 1082 486
ECDH10B_3410 1381 1404 4473 2357
ECDH10B_3411 289 454 904 228
ECDH10B_3412 158 392 892 387
ECDH10B_3413 2594 1189 8245 4278
ECDH10B_3414 201 176 608 287
ECDH10B_3415 29 181 101 392
ECDH10B_3416 19 11 54 17
ECDH10B_3418 0 22 52 21
ECDH10B_3419 0 38 85 19
ECDH10B_3420 218 652 678 392
ECDH10B_3421 790 1743 2884 1302
ECDH10B_3422 215 1294 1755 875
ECDH10B_3423 354 835 1920 977
ECDH10B_3424 374 858 1847 660
ECDH10B_3425 76 589 1381 480
ECDH10B_3427 1312 3020 9322 4067
ECDH10B_3428 342 919 1683 525
ECDH10B_3429 638 1179 294 228
ECDH10B_3430 1182 1502 5828 2144
ECDH10B_3431 1348 2420 7285 3373
ECDH10B_3432 54 66 82 23
ECDH10B_3433 42 304 723 252
ECDH10B_3434 134 370 754 495
ECDH10B_3435 961 4909 7989 4293
ECDH10B_3436 112 535 1003 646
ECDH10B_3437 26 48 178 64
ECDH10B_3438 1 58 152 37
ECDH10B_3439 7 37 150 46
ECDH10B_3440 7 28 0 36
ECDH10B_3441 54 53 320 63
ECDH10B_3442 0 0 0 0
ECDH10B_3443 0 31 66 0
ECDH10B_3444 8 6 104 23
ECDH10B_3445 0 17 68 10
ECDH10B_3446 5 8 45 68
ECDH10B_3447 0 0 0 0
ECDH10B_3448 0 0 9 0
ECDH10B_3449 0 0 0 0
ECDH10B_3450 56 43 132 51
ECDH10B_3451 1 8 19 0
ECDH10B_3452 9 37 108 32
ECDH10B_3453 8 34 47 55
ECDH10B_3454 633 1038 2790 1452
ECDH10B_3455 329 388 1499 685
ECDH10B_3456 380 894 1551 685
ECDH10B_3457 197 229 805 174
ECDH10B_3458 527 617 1636 596
ECDH10B_3459 887 1079 2266 1147
ECDH10B_3460 251 233 631 277
ECDH10B_3461 849 1131 2008 1313
ECDH10B_3462 507 1042 1932 1232
ECDH10B_3463 446 974 1840 791
ECDH10B_3465 258 309 1177 1082
ECDH10B_3466 143 416 1081 989
ECDH10B_3467 158 259 571 282
ECDH10B_3468 138 104 405 281
ECDH10B_3469 1913 5228 9703 3403
ECDH10B_3470 15548 28714 75219 32112
ECDH10B_3471 9829 21096 59354 22292
ECDH10B_3472 3900 14539 19441 10876
ECDH10B_3473 8133 23179 45471 18619
ECDH10B_3474 2142 4443 8917 4362
ECDH10B_3475 13749 24442 66334 29933
ECDH10B_3476 4794 15935 27726 15333
ECDH10B_3477 967 4532 6315 2508
ECDH10B_3478 4255 13759 29853 9753
ECDH10B_3479 2821 6006 17259 4977
ECDH10B_3480 6341 13186 30015 14598
ECDH10B_3481 2932 8940 21261 9593
ECDH10B_3482 2787 8096 18402 9752
ECDH10B_3483 6088 17393 39480 17402
ECDH10B_3484 3988 6070 14940 7559
ECDH10B_3485 9375 16460 51582 17756
ECDH10B_3486 225 530 946 725
ECDH10B_3487 1573 2234 7990 3300
ECDH10B_3488 6763 12781 30010 13422
ECDH10B_3490 3783 10483 27748 11874
ECDH10B_3491 4157 7887 28343 18699
ECDH10B_3492 7239 18549 45319 17596
ECDH10B_3493 2939 9211 19491 8422
ECDH10B_3494 6070 12864 36225 19537
ECDH10B_3495 6867 18180 50970 20456
ECDH10B_3496 5406 11880 35736 12972
ECDH10B_3497 0 10 98 15
ECDH10B_3498 3 40 49 15
ECDH10B_3499 11 44 13 32
ECDH10B_3500 27 112 124 35
ECDH10B_3501 11 66 60 0
ECDH10B_3502 12 23 42 15
ECDH10B_3503 0 0 42 12
ECDH10B_3504 0 36 0 14
ECDH10B_3505 0 0 7 0
ECDH10B_3506 9 0 26 6
ECDH10B_3507 0 101 106 6
ECDH10B_3508 33 65 111 27
ECDH10B_3509 11 11 42 0
ECDH10B_3510 118 208 511 504
ECDH10B_3511 200 137 943 715
ECDH10B_3512 25 12 715 185
ECDH10B_3514 5376 9248 28644 19726
ECDH10B_3515 27104 45463 135939 71533
ECDH10B_3516 4582 7162 22251 9377
ECDH10B_3518 189 242 390 224
ECDH10B_3519 25 220 134 42
ECDH10B_3520 97 273 356 139
ECDH10B_3521 275 644 925 451
ECDH10B_3522 901 1709 5260 3179
ECDH10B_3523 52 35 103 67
ECDH10B_3524 1693 3576 5504 3624
ECDH10B_3525 93 153 122 49
ECDH10B_3526 114 653 715 335
ECDH10B_3527 43 293 311 207
ECDH10B_3528 307 688 1845 955
ECDH10B_3529 80 226 611 219
ECDH10B_3530 113 108 269 70
ECDH10B_3531 186 572 895 443
ECDH10B_3532 237 347 520 446
ECDH10B_3533 1895 2799 3145 1419
ECDH10B_3534 322 917 1146 488
ECDH10B_3535 154 377 464 312
ECDH10B_3536 25 65 134 48
ECDH10B_3537 104 286 238 97
ECDH10B_3538 40 49 97 51
ECDH10B_3539 409 352 699 263
ECDH10B_3540 30 144 499 213
ECDH10B_3541 1406 932 100 70
ECDH10B_3542 155 52 1 0
ECDH10B_3543 162 227 42 19
ECDH10B_3544 318 773 715 356
ECDH10B_3545 0 0 45 0
ECDH10B_3546 0 9 0 14
ECDH10B_3547 18 29 64 14
ECDH10B_3548 40 31 15 46
ECDH10B_3549 0 19 77 55
ECDH10B_3550 101 205 309 121
ECDH10B_3551 30 55 104 28
ECDH10B_3552 16 20 56 22
ECDH10B_3553 0 6 15 11
ECDH10B_3554 18 167 38 22
ECDH10B_3555 0 23 9 12
ECDH10B_3556 12 20 23 9
ECDH10B_3557 30 14 33 21
ECDH10B_3558 54 59 98 55
ECDH10B_3559 630 901 1645 785
ECDH10B_3560 153 203 460 237
ECDH10B_3561 210 263 789 440
ECDH10B_3562 292 744 1318 569
ECDH10B_3563 1037 2222 4672 1995
ECDH10B_3564 986 3787 5525 2094
ECDH10B_3565 909 2639 4120 2000
ECDH10B_3566 55 61 52 41
ECDH10B_3567 22 14 0 22
ECDH10B_3568 7 18 18 25
ECDH10B_3569 0 24 29 0
ECDH10B_3570 20 17 42 70
ECDH10B_3571 194 1008 2035 707
ECDH10B_3572 459 1200 528 244
ECDH10B_3573 242 403 552 223
ECDH10B_3574 299 425 769 301
ECDH10B_3575 278 504 676 275
ECDH10B_3576 607 561 804 550
ECDH10B_3577 205 423 296 242
ECDH10B_3578 2581 3584 6327 3297
ECDH10B_3579 321 572 613 939
ECDH10B_3580 387 297 707 218
ECDH10B_3581 70 103 111 77
ECDH10B_3582 394 587 1475 761
ECDH10B_3583 94 71 35 19
ECDH10B_3584 707 360 486 229
ECDH10B_3585 75 8 16 0
ECDH10B_3587 157 152 290 291
ECDH10B_3588 364 343 582 339
ECDH10B_3589 288 362 2904 964
ECDH10B_3590 239 256 450 274
ECDH10B_3591 635 589 922 268
ECDH10B_3592 1024 784 1196 707
ECDH10B_3593 1294 1148 2383 1029
ECDH10B_3594 115 157 207 171
ECDH10B_3595 50 23 107 70
ECDH10B_3596 118 517 503 136
ECDH10B_3597 304 732 1181 435
ECDH10B_3598 392 1731 1335 590
ECDH10B_3599 112 580 932 150
ECDH10B_3600 7051 9014 24609 12189
ECDH10B_3601 633 1381 3439 1360
ECDH10B_3602 764 1856 3736 1489
ECDH10B_3603 309 893 1280 587
ECDH10B_3604 455 838 1376 687
ECDH10B_3605 441 794 883 467
ECDH10B_3606 401 1407 2588 844
ECDH10B_3607 1840 2450 7436 4017
ECDH10B_3608 106 134 447 259
ECDH10B_3609 30 207 202 105
ECDH10B_3610 20 70 45 41
ECDH10B_3611 553 860 1404 528
ECDH10B_3612 234 447 463 209
ECDH10B_3613 326 511 754 732
ECDH10B_3615 113 293 100 135
ECDH10B_3616 23 18 45 12
ECDH10B_3617 0 0 6 6
ECDH10B_3618 0 0 0 0
ECDH10B_3619 0 0 0 0
ECDH10B_3620 0 24 35 0
ECDH10B_3621 2 99 515 183
ECDH10B_3622 157 90 287 224
ECDH10B_3623 129 121 312 237
ECDH10B_3624 43 42 247 99
ECDH10B_3625 0 0 91 32
ECDH10B_3626 0 6 94 10
ECDH10B_3627 6 82 377 167
ECDH10B_3628 215 192 92 36
ECDH10B_3629 59 147 23 24
ECDH10B_3630 88 201 67 7
ECDH10B_3631 171 161 52 18
ECDH10B_3632 173 230 80 49
ECDH10B_3633 110 202 317 166
ECDH10B_3634 381 875 3195 889
ECDH10B_3635 2934 8531 9978 5109
ECDH10B_3636 588 1237 1474 795
ECDH10B_3637 180 958 837 253
ECDH10B_3638 1041 2087 2606 1815
ECDH10B_3639 111 230 392 127
ECDH10B_3640 79 37 243 132
ECDH10B_3641 105 77 267 203
ECDH10B_3642 220 585 504 205
ECDH10B_3643 133 806 802 635
ECDH10B_3644 82 135 351 250
ECDH10B_3645 25 283 392 158
ECDH10B_3646 953 626 1828 1483
ECDH10B_3647 268 587 637 548
ECDH10B_3648 59 61 170 90
ECDH10B_3649 279 433 568 352
ECDH10B_3650 438 269 77 49
ECDH10B_3651 115 246 12 31
ECDH10B_3652 109 120 32 0
ECDH10B_3653 181 188 21 0
ECDH10B_3654 109 166 65 0
ECDH10B_3655 126 315 126 98
ECDH10B_3656 38 74 184 86
ECDH10B_3657 33 51 196 30
ECDH10B_3658 24 10 58 27
ECDH10B_3659 29 78 193 59
ECDH10B_3660 103 233 75 54
ECDH10B_3661 280 675 303 163
ECDH10B_3663 0 49 170 33
ECDH10B_3666 0 34 31 13
ECDH10B_3667 24 73 235 25
ECDH10B_3668 164 608 640 191
ECDH10B_3669 1385 5353 5804 2182
ECDH10B_3670 32 61 272 15
ECDH10B_3671 1386 1563 1340 1421
ECDH10B_3672 82 249 270 116
ECDH10B_3673 150 213 319 93
ECDH10B_3674 839 878 1489 690
ECDH10B_3675 426 943 1440 844
ECDH10B_3676 479 994 1458 653
ECDH10B_3677 25 5 30 15
ECDH10B_3678 21 110 78 20
ECDH10B_3679 17 0 66 10
ECDH10B_3680 10 3 73 27
ECDH10B_3681 0 18 0 0
ECDH10B_3682 29 46 67 57
ECDH10B_3683 20 6 129 8
ECDH10B_3684 15 40 113 17
ECDH10B_3685 61 61 144 119
ECDH10B_3686 316 118 383 100
ECDH10B_3687 38 35 130 14
ECDH10B_3688 141 108 344 80
ECDH10B_3689 49 93 133 39
ECDH10B_3690 99 237 326 109
ECDH10B_3691 81 168 149 75
ECDH10B_3693 217 484 138 39
ECDH10B_3694 24 106 64 64
ECDH10B_3695 41 103 29 31
ECDH10B_3696 63 178 233 103
ECDH10B_3697 52 14 40 51
ECDH10B_3698 32 33 16 0
ECDH10B_3699 29 73 226 70
ECDH10B_3700 40 216 444 211
ECDH10B_3701 104 25 301 169
ECDH10B_3702 12 30 0 5
ECDH10B_3703 122 229 527 203
ECDH10B_3704 318 699 2613 860
ECDH10B_3706 382 751 1087 821
ECDH10B_3707 121 217 475 184
ECDH10B_3708 12 47 58 15
ECDH10B_3709 15 56 171 118
ECDH10B_3710 101 278 121 105
ECDH10B_3711 81 180 127 74
ECDH10B_3712 144 49 93 54
ECDH10B_3714 51 57 74 0
ECDH10B_3715 343 372 512 148
ECDH10B_3716 31 15 52 22
ECDH10B_3717 29 111 120 28
ECDH10B_3718 172 1064 2950 1682
ECDH10B_3719 262 1669 4252 1914
ECDH10B_3720 218 1021 3719 1670
ECDH10B_3721 242 896 3927 1157
ECDH10B_3722 240 691 3868 1105
ECDH10B_3723 3402 5927 29364 14966
ECDH10B_3724 0 6 12 0
ECDH10B_3725 532 1375 2779 881
ECDH10B_3726 7334 319 69 59
ECDH10B_3727 34 60 129 62
ECDH10B_3728 81 239 210 103
ECDH10B_3729 66 118 135 39
ECDH10B_3730 328 566 539 214
ECDH10B_3731 141 159 561 82
ECDH10B_3732 456 1166 1857 907
ECDH10B_3733 941 1139 1547 517
ECDH10B_3734 96 54 302 198
ECDH10B_3735 12286 23127 35553 80765
ECDH10B_3736 30 166 149 144
ECDH10B_3737 2 6 100 23
ECDH10B_3738 0 5 5 2
ECDH10B_3739 1333 3799 7043 3645
ECDH10B_3741 12 25 127 59
ECDH10B_3742 70 21 93 44
ECDH10B_3743 0 13 96 25
ECDH10B_3744 0 0 237 85
ECDH10B_3745 57 148 151 51
ECDH10B_3746 37 78 116 76
