gene_id state1_rep1 state1_rep2 state2_rep1 state2_rep2
ECDH10B_1333 0 7 41 6
ECDH10B_1334 9 65 205 73
ECDH10B_1335 0 24 45 35
ECDH10B_1336 14 6 88 12
ECDH10B_1337 3 21 114 18
ECDH10B_1338 0 0 0 0
ECDH10B_1339 0 0 0 0
ECDH10B_1340 0 0 13 0
ECDH10B_1341 0 0 0 0
ECDH10B_1342 25 0 65 0
ECDH10B_1343 327 247 1040 1276
ECDH10B_1344 57 64 109 56
ECDH10B_1345 0 12 54 9
ECDH10B_1346 0 1 22 9
ECDH10B_1347 0 63 72 38
ECDH10B_1348 0 0 8 0
ECDH10B_1349 2 8 63 10
ECDH10B_1350 1 6 30 32
ECDH10B_1351 0 28 22 10
ECDH10B_1352 0 0 0 0
ECDH10B_1353 0 0 0 0
ECDH10B_1354 13 1 291 63
ECDH10B_1355 0 5 482 206
ECDH10B_1356 20 9 860 220
ECDH10B_1357 2294 4796 12520 5140
ECDH10B_1358 0 30 321 161
ECDH10B_1359 0 13 33 26
ECDH10B_1360 0 0 8 29
ECDH10B_1361 0 14 41 40
ECDH10B_1362 176 396 347 349
ECDH10B_1363 13 49 83 54
ECDH10B_1364 211 227 333 128
ECDH10B_1365 24 23 16 6
ECDH10B_1366 89 30 376 139
ECDH10B_1367 27 95 635 409
ECDH10B_1368 66 98 312 291
ECDH10B_1369 186 364 815 296
ECDH10B_1370 315 370 717 285
ECDH10B_1371 826 841 22 23
ECDH10B_1372 69 203 43 54
ECDH10B_1373 35 123 61 32
ECDH10B_1374 0 0 56 52
ECDH10B_1375 55 104 689 229
ECDH10B_1376 29 304 780 451
ECDH10B_1377 73 266 731 481
ECDH10B_1378 28 63 253 85
ECDH10B_1379 18 55 119 49
ECDH10B_1380 0 0 20 0
ECDH10B_1381 50 322 669 263
ECDH10B_1382 133 218 550 413
ECDH10B_1383 50 282 324 161
ECDH10B_1384 237 1172 2280 1279
ECDH10B_1385 44 274 562 288
ECDH10B_1386 76 69 389 212
ECDH10B_1387 614 628 1471 1077
ECDH10B_1388 474 459 618 493
ECDH10B_1389 1180 3304 6848 3457
ECDH10B_1390 505 1155 4080 1622
ECDH10B_1391 133 63 293 241
ECDH10B_1392 20 92 155 79
ECDH10B_1393 268 627 2075 1032
ECDH10B_1394 356 293 947 490
ECDH10B_1395 82 332 253 192
ECDH10B_1396 129 295 540 200
ECDH10B_1397 261 545 755 325
ECDH10B_1398 110 279 727 324
ECDH10B_1399 17 49 124 60
ECDH10B_1400 31 23 147 10
ECDH10B_1401 117 227 457 397
ECDH10B_1402 85 110 246 151
ECDH10B_1403 319 850 1793 849
ECDH10B_1404 28 65 578 145
ECDH10B_1405 1703 2359 4791 2285
ECDH10B_1406 16 65 111 50
ECDH10B_1407 78 197 338 158
ECDH10B_1408 63 96 370 230
ECDH10B_1409 12 95 209 36
ECDH10B_1410 36 67 159 38
ECDH10B_1411 84 226 638 295
ECDH10B_1412 95 385 393 305
ECDH10B_1413 0 132 458 148
ECDH10B_1414 59 375 2835 1379
ECDH10B_1415 11 287 705 422
ECDH10B_1416 33 420 1279 546
ECDH10B_1417 4 53 292 76
ECDH10B_1418 0 17 69 18
ECDH10B_1419 11 63 171 82
ECDH10B_1420 6 126 104 94
ECDH10B_1421 296 212 526 782
ECDH10B_1422 35 6 28 15
ECDH10B_1423 35 4 108 52
ECDH10B_1424 3 30 13 20
ECDH10B_1425 511 253 229 541
ECDH10B_1426 0 0 11 0
ECDH10B_1427 0 0 12 0
ECDH10B_1428 0 16 0 9
ECDH10B_1429 0 0 19 31
ECDH10B_1430 25 12 8 0
ECDH10B_1431 10 0 37 35
ECDH10B_1432 0 34 21 19
ECDH10B_1433 14 18 101 11
ECDH10B_1434 0 0 11 0
ECDH10B_1436 8 0 0 12
ECDH10B_1438 0 0 15 0
ECDH10B_1439 53 56 151 37
ECDH10B_1440 212 71 138 72
ECDH10B_1441 76 54 37 35
ECDH10B_1442 503 876 1212 611
ECDH10B_1443 1628 1633 1201 1775
ECDH10B_1444 224 410 607 311
ECDH10B_1445 177 284 501 327
ECDH10B_1446 0 5 10 15
ECDH10B_1447 28 33 37 22
ECDH10B_1448 63 136 247 129
ECDH10B_1449 218 326 576 215
ECDH10B_1450 16 140 201 40
ECDH10B_1451 0 1 0 1
ECDH10B_1452 391 688 1556 1560
ECDH10B_1453 1311 1237 1959 1271
ECDH10B_1454 675 1873 3382 1808
ECDH10B_1455 23 118 66 71
ECDH10B_1456 7 56 116 15
ECDH10B_1457 14 21 69 91
ECDH10B_1458 13 13 35 9
ECDH10B_1459 38 100 166 135
ECDH10B_1461 82 96 150 59
ECDH10B_1462 36 122 145 90
ECDH10B_1463 78 148 215 115
ECDH10B_1464 95 708 1306 537
ECDH10B_1465 233 706 2291 1380
ECDH10B_1466 16 76 372 193
ECDH10B_1467 0 0 12 0
ECDH10B_1468 0 0 0 15
ECDH10B_1469 0 0 0 7
ECDH10B_1470 0 12 86 14
ECDH10B_1471 44 84 200 66
ECDH10B_1472 10 9 46 38
ECDH10B_1473 0 0 2 0
ECDH10B_1474 0 11 4 11
ECDH10B_1475 0 64 117 73
ECDH10B_1476 0 12 15 23
ECDH10B_1477 19 13 131 66
ECDH10B_1478 373 434 1068 571
ECDH10B_1479 9 21 26 43
ECDH10B_1480 16 18 0 24
ECDH10B_1481 24 17 75 74
ECDH10B_1482 0 18 43 0
ECDH10B_1483 22 0 122 3
ECDH10B_1484 0 0 17 0
ECDH10B_1485 0 0 0 0
ECDH10B_1486 72 100 262 133
ECDH10B_1487 20 31 99 16
ECDH10B_1488 6 95 49 32
ECDH10B_1489 0 19 58 63
ECDH10B_1490 0 12 72 17
ECDH10B_1492 12 46 202 103
ECDH10B_1494 12 72 132 77
ECDH10B_1495 0 1 27 14
ECDH10B_1496 0 191 260 150
ECDH10B_1497 0 69 29 47
ECDH10B_1499 241 153 458 140
ECDH10B_1500 0 0 105 16
ECDH10B_1501 39 30 81 59
ECDH10B_1502 702 697 1832 807
ECDH10B_1503 198 213 590 284
ECDH10B_1504 238 167 693 305
ECDH10B_1505 82 88 277 236
ECDH10B_1506 158 198 369 299
ECDH10B_1507 0 16 0 21
ECDH10B_1508 10 27 35 45
ECDH10B_1509 5 88 335 97
ECDH10B_1510 0 32 166 32
ECDH10B_1511 14 20 105 69
ECDH10B_1512 0 0 56 15
ECDH10B_1513 0 25 5 25
ECDH10B_1514 0 0 0 14
ECDH10B_1515 12 12 2 0
ECDH10B_1516 6 0 22 2
ECDH10B_1517 8 14 26 12
ECDH10B_1518 0 0 27 0
ECDH10B_1519 0 16 23 0
ECDH10B_1520 30 15 143 5
ECDH10B_1521 0 0 15 0
ECDH10B_1522 38 34 274 124
ECDH10B_1523 17 73 235 93
ECDH10B_1524 79 105 147 272
ECDH10B_1525 93 103 62 125
ECDH10B_1527 167 550 1926 724
ECDH10B_1528 7 38 53 23
ECDH10B_1529 3 4 6 1
ECDH10B_1530 1 0 1 0
ECDH10B_1532 143 0 156 97
ECDH10B_1533 17 38 85 14
ECDH10B_1534 0 0 0 0
ECDH10B_1535 12 0 0 0
ECDH10B_1536 3 5 67 26
ECDH10B_1537 10 60 58 16
ECDH10B_1538 0 37 60 55
ECDH10B_1539 123 595 809 256
ECDH10B_1540 30 68 444 218
ECDH10B_1541 375 462 6908 4027
ECDH10B_1543 991 1543 4553 2947
ECDH10B_1544 127 215 682 597
ECDH10B_1545 91 136 192 200
ECDH10B_1546 32 0 10 22
ECDH10B_1547 140 179 432 394
ECDH10B_1548 0 0 0 0
ECDH10B_1549 69 174 170 71
ECDH10B_1550 46 262 431 149
ECDH10B_1551 29 28 341 43
ECDH10B_1552 233 359 1178 501
ECDH10B_1553 229 51 36 24
ECDH10B_1554 134 48 179 98
ECDH10B_1555 48 55 159 95
ECDH10B_1556 44 78 186 168
ECDH10B_1557 69 33 288 169
ECDH10B_1558 46 91 432 146
ECDH10B_1560 11 47 131 23
ECDH10B_1562 145 202 704 295
ECDH10B_1563 85 60 120 148
ECDH10B_1564 22 10 82 29
ECDH10B_1565 118 315 1059 367
ECDH10B_1566 61 56 479 191
ECDH10B_1567 0 16 4 30
ECDH10B_1568 10 31 44 23
ECDH10B_1569 87 166 318 171
ECDH10B_1570 24 15 124 70
ECDH10B_1571 57 19 143 50
ECDH10B_1572 5 41 147 16
ECDH10B_1573 12 35 91 34
ECDH10B_1574 98 43 427 187
ECDH10B_1575 7 36 151 36
ECDH10B_1576 352 414 939 366
ECDH10B_1577 311 312 798 334
ECDH10B_1578 82 57 19 0
ECDH10B_1579 86 82 226 111
ECDH10B_1580 23 59 171 90
ECDH10B_1581 54 114 515 222
ECDH10B_1582 103 234 2815 1404
ECDH10B_1583 19 226 353 170
ECDH10B_1584 23 24 102 84
ECDH10B_1585 0 0 0 0
ECDH10B_1586 10 24 26 0
ECDH10B_1587 51 101 52 80
ECDH10B_1589 19 58 64 130
ECDH10B_1591 0 5 42 14
ECDH10B_1592 18 39 102 32
ECDH10B_1593 18 24 119 42
ECDH10B_1594 47 55 161 39
ECDH10B_1595 64 232 472 254
ECDH10B_1596 0 12 43 43
ECDH10B_1597 13 13 0 5
ECDH10B_1598 0 8 77 40
ECDH10B_1599 34 100 79 47
ECDH10B_1600 0 21 87 34
ECDH10B_1601 0 0 0 0
ECDH10B_1602 0 0 0 0
ECDH10B_1603 0 0 0 0
ECDH10B_1604 81 73 179 97
ECDH10B_1605 133 249 80 19
ECDH10B_1606 16 62 8 0
ECDH10B_1607 18 53 68 8
ECDH10B_1608 204 408 217 175
ECDH10B_1609 180 334 762 441
ECDH10B_1610 1116 938 1960 778
ECDH10B_1611 174 173 704 1187
ECDH10B_1612 0 10 74 29
ECDH10B_1613 87 32 355 224
ECDH10B_1614 26 10 151 135
ECDH10B_1615 0 41 74 0
ECDH10B_1616 4 25 70 14
ECDH10B_1617 19 7 161 0
ECDH10B_1618 0 0 200 39
ECDH10B_1619 0 0 58 0
ECDH10B_1620 0 13 140 109
ECDH10B_1621 21 25 265 76
ECDH10B_1622 14 117 237 64
ECDH10B_1623 24 24 144 24
ECDH10B_1624 0 24 108 24
ECDH10B_1625 2 17 168 160
ECDH10B_1626 0 18 41 59
ECDH10B_1627 0 0 49 14
ECDH10B_1628 0 0 16 39
ECDH10B_1629 16 41 147 93
ECDH10B_1630 0 0 22 16
ECDH10B_1631 24 61 96 0
ECDH10B_1632 0 0 0 0
ECDH10B_1633 0 0 9 5
ECDH10B_1636 3 10 0 0
ECDH10B_1638 49 51 119 71
ECDH10B_1639 9 21 26 0
ECDH10B_1640 60 16 79 10
ECDH10B_1641 16 141 108 33
ECDH10B_1642 57 42 107 54
ECDH10B_1643 35 12 16 39
ECDH10B_1644 22 0 25 22
ECDH10B_1645 0 0 24 22
ECDH10B_1646 0 0 35 6
ECDH10B_1647 1 22 21 0
ECDH10B_1648 12 0 30 29
ECDH10B_1649 9 12 17 23
ECDH10B_1650 45 32 212 82
ECDH10B_1651 82 130 293 75
ECDH10B_1653 91 379 498 226
ECDH10B_1654 32 84 339 139
ECDH10B_1655 71 307 547 218
ECDH10B_1656 81 153 146 135
ECDH10B_1657 83 52 122 62
ECDH10B_1658 11 6 52 19
ECDH10B_1659 25 67 171 51
ECDH10B_1660 39 121 348 104
ECDH10B_1661 54 87 252 116
ECDH10B_1662 13 38 312 147
ECDH10B_1663 8 12 184 41
ECDH10B_1664 9 104 387 192
ECDH10B_1665 94 139 264 141
ECDH10B_1666 97 341 1187 619
ECDH10B_1667 0 26 109 33
ECDH10B_1668 0 19 238 123
ECDH10B_1669 142 314 891 366
ECDH10B_1670 724 464 834 1166
ECDH10B_1671 180 482 1139 597
ECDH10B_1672 111 269 270 42
ECDH10B_1673 38 145 123 82
ECDH10B_1674 0 19 94 18
ECDH10B_1675 15 419 217 210
ECDH10B_1676 3 449 234 208
ECDH10B_1677 2 17 32 1
ECDH10B_1678 0 18 24 24
ECDH10B_1679 1 12 10 15
ECDH10B_1680 9 6 7 0
ECDH10B_1681 1 0 54 24
ECDH10B_1682 111 316 934 640
ECDH10B_1683 14 187 307 219
ECDH10B_1684 253 2158 1714 1558
ECDH10B_1685 0 355 177 98
ECDH10B_1686 0 114 39 32
ECDH10B_1687 0 30 53 0
ECDH10B_1688 0 19 48 1
ECDH10B_1689 569 3239 9466 7184
ECDH10B_1690 102 789 1414 525
ECDH10B_1691 25 59 98 57
ECDH10B_1693 0 0 0 48
ECDH10B_1694 43 7 78 11
ECDH10B_1695 44 137 117 42
ECDH10B_1696 27 79 109 90
ECDH10B_1697 21 38 42 41
ECDH10B_1698 14 30 86 158
ECDH10B_1699 0 12 0 0
ECDH10B_1700 0 0 0 0
ECDH10B_1701 0 0 0 0
ECDH10B_1702 258 188 1126 522
ECDH10B_1703 0 9 19 0
ECDH10B_1704 7 36 14 0
ECDH10B_1705 0 14 18 15
ECDH10B_1706 0 0 0 0
ECDH10B_1707 0 0 21 0
ECDH10B_1708 0 0 0 0
ECDH10B_1709 0 0 0 0
ECDH10B_1710 16 13 34 1
ECDH10B_1713 46 87 154 56
ECDH10B_1714 0 5 83 35
ECDH10B_1715 18 71 68 20
ECDH10B_1716 220 168 301 197
ECDH10B_1717 311 208 481 340
ECDH10B_1718 319 177 446 232
ECDH10B_1719 60 64 255 68
ECDH10B_1720 341 351 237 52
ECDH10B_1721 272 561 114 70
ECDH10B_1722 22 72 0 0
ECDH10B_1723 99 324 112 162
ECDH10B_1724 127 344 284 231
ECDH10B_1725 128 187 212 90
ECDH10B_1726 268 467 234 46
ECDH10B_1727 199 204 354 131
ECDH10B_1728 0 19 47 0
ECDH10B_1729 247 170 109 67
ECDH10B_1730 15 46 141 60
ECDH10B_1731 161 330 372 174
ECDH10B_1732 17 207 109 108
ECDH10B_1733 35 274 213 232
ECDH10B_1734 149 238 721 225
ECDH10B_1735 398 689 1990 995
ECDH10B_1736 665 838 2385 1234
ECDH10B_1737 401 598 1356 588
ECDH10B_1738 78 179 476 126
ECDH10B_1739 127 254 703 134
ECDH10B_1740 80 179 525 126
ECDH10B_1741 252 94 451 144
ECDH10B_1742 211 154 340 185
ECDH10B_1743 53 186 500 157
ECDH10B_1744 191 203 982 406
ECDH10B_1745 1087 888 3944 1564
ECDH10B_1746 315 178 1577 792
ECDH10B_1747 590 814 2401 883
ECDH10B_1748 12 0 91 61
ECDH10B_1749 33 68 389 142
ECDH10B_1750 71 131 784 404
ECDH10B_1751 314 308 656 651
ECDH10B_1752 64 113 200 125
ECDH10B_1753 149 167 368 175
ECDH10B_1754 43 117 448 109
ECDH10B_1755 137 193 250 128
ECDH10B_1756 155 179 1807 1226
ECDH10B_1757 48 50 316 237
ECDH10B_1759 251 680 1382 765
ECDH10B_1760 191 641 1645 425
ECDH10B_1761 52 293 650 352
ECDH10B_1762 68 387 481 316
ECDH10B_1763 196 931 2471 932
ECDH10B_1764 87 314 1168 347
ECDH10B_1765 40 178 705 279
ECDH10B_1766 7 177 347 224
ECDH10B_1767 51 157 540 240
ECDH10B_1768 341 723 838 434
ECDH10B_1769 106 178 660 355
ECDH10B_1770 331 553 1142 767
ECDH10B_1771 610 1344 2489 1565
ECDH10B_1772 71 198 471 387
ECDH10B_1773 53 22 283 86
ECDH10B_1774 88 240 403 266
ECDH10B_1775 784 1046 1709 1177
ECDH10B_1776 656 1367 3633 2755
ECDH10B_1778 36 83 75 38
ECDH10B_1779 186 276 464 192
ECDH10B_1780 207 217 431 160
ECDH10B_1781 162 205 597 259
ECDH10B_1782 4 32 29 33
ECDH10B_1783 0 73 110 57
ECDH10B_1784 72 128 1234 373
ECDH10B_1785 32 391 894 316
ECDH10B_1786 77 214 511 211
ECDH10B_1787 203 517 1077 426
ECDH10B_1788 428 671 1479 1706
ECDH10B_1789 47 214 256 92
ECDH10B_1790 1381 1570 1447 691
ECDH10B_1791 43 408 334 212
ECDH10B_1793 95 276 504 277
ECDH10B_1794 147 161 408 141
ECDH10B_1795 213 462 753 358
ECDH10B_1796 243 185 793 779
ECDH10B_1797 180 603 628 350
ECDH10B_1798 315 496 924 450
ECDH10B_1799 0 0 0 0
ECDH10B_1800 0 0 0 0
ECDH10B_1801 109 285 552 214
ECDH10B_1802 16 114 266 138
ECDH10B_1803 19 74 95 46
ECDH10B_1804 15 77 75 34
ECDH10B_1805 4 39 0 25
ECDH10B_1806 13 58 27 0
ECDH10B_1807 49 145 23 18
ECDH10B_1808 57 59 11 0
ECDH10B_1809 117 291 183 46
ECDH10B_1810 2251 3154 10231 4216
ECDH10B_1811 16924 10834 17592 50977
ECDH10B_1812 82 119 309 160
ECDH10B_1813 10 20 421 296
ECDH10B_1814 11 79 1005 652
ECDH10B_1815 88 64 953 575
ECDH10B_1816 4 4 305 333
ECDH10B_1817 44 5 1034 637
ECDH10B_1818 15 1 218 58
ECDH10B_1820 6 52 701 527
ECDH10B_1821 84 236 428 273
ECDH10B_1822 448 861 2429 1196
ECDH10B_1823 309 239 671 296
ECDH10B_1825 0 0 12 0
ECDH10B_1826 0 0 4 0
ECDH10B_1827 8 0 0 0
ECDH10B_1828 26 15 17 19
ECDH10B_1829 27 33 282 93
ECDH10B_1831 0 0 23 35
ECDH10B_1832 11 21 38 0
ECDH10B_1833 0 11 29 18
ECDH10B_1834 18 2 65 0
ECDH10B_1835 14 20 70 8
ECDH10B_1836 0 0 19 0
ECDH10B_1837 7 13 48 54
ECDH10B_1838 126 186 290 182
ECDH10B_1839 75 79 157 54
ECDH10B_1840 114 378 805 486
ECDH10B_1841 99 222 809 343
ECDH10B_1842 291 1005 4106 1648
ECDH10B_1843 165 302 167 51
ECDH10B_1844 63 83 184 48
ECDH10B_1845 29 111 388 143
ECDH10B_1846 93 164 508 312
ECDH10B_1847 145 221 561 204
ECDH10B_1848 119 211 331 426
ECDH10B_1849 1881 4982 11463 5895
ECDH10B_1850 850 1928 4463 2041
ECDH10B_1851 24 32 50 36
ECDH10B_1852 3822 4840 19128 12806
ECDH10B_1853 4864 6187 27429 14471
ECDH10B_1855 5484 9919 21503 14839
ECDH10B_1859 0 49 64 58
ECDH10B_1860 29 132 533 166
ECDH10B_1861 133 95 239 150
ECDH10B_1862 33 80 207 110
ECDH10B_1863 279 335 474 106
ECDH10B_1864 73 182 472 176
ECDH10B_1865 142 155 436 127
ECDH10B_1866 23 11 150 32
ECDH10B_1867 110 226 3905 596
ECDH10B_1868 25 56 844 72
ECDH10B_1869 5 38 13 51
ECDH10B_1870 27 143 851 296
ECDH10B_1871 32 195 133 155
ECDH10B_1872 16 73 42 28
ECDH10B_1873 35 91 56 83
ECDH10B_1874 0 52 120 80
ECDH10B_1875 23 144 250 124
ECDH10B_1876 7 75 168 57
ECDH10B_1877 80 60 404 127
ECDH10B_1878 808 328 2148 1085
ECDH10B_1879 54 171 343 224
ECDH10B_1880 8 33 91 50
ECDH10B_1881 11 59 457 304
ECDH10B_1882 0 21 171 16
ECDH10B_1883 10 13 180 61
ECDH10B_1884 13 0 210 61
ECDH10B_1885 0 1 166 94
ECDH10B_1886 16 15 337 80
ECDH10B_1887 93 282 618 449
ECDH10B_1888 101 158 103 65
ECDH10B_1889 101 239 7 16
ECDH10B_1890 74 110 55 36
ECDH10B_1891 60 166 50 15
ECDH10B_1892 59 269 89 110
ECDH10B_1893 35 265 152 9
ECDH10B_1894 10 43 73 60
ECDH10B_1895 687 1318 344 114
ECDH10B_1896 259 590 305 133
ECDH10B_1897 14 22 81 59
ECDH10B_1898 33 29 72 30
ECDH10B_1899 295 758 5352 3092
ECDH10B_1900 56 231 407 370
ECDH10B_1901 639 1048 1197 770
ECDH10B_1902 541 928 783 367
ECDH10B_1903 290 361 421 111
ECDH10B_1904 355 404 1030 446
ECDH10B_1905 94 315 564 323
ECDH10B_1906 184 328 979 250
ECDH10B_1907 7 111 259 119
ECDH10B_1908 75 95 220 71
ECDH10B_1909 14 19 83 42
ECDH10B_1910 0 15 22 4
ECDH10B_1912 0 15 44 6
ECDH10B_1913 0 1 21 0
ECDH10B_1914 6 82 93 31
ECDH10B_1915 246 298 948 630
ECDH10B_1916 381 586 1646 1490
ECDH10B_1917 12039 11909 29320 13872
ECDH10B_1918 264 243 821 539
ECDH10B_1919 123 237 729 401
ECDH10B_1920 572 1020 1988 1032
ECDH10B_1921 117 116 1053 412
ECDH10B_1922 42 63 521 211
ECDH10B_1923 76 133 39 0
ECDH10B_1924 21 247 415 133
ECDH10B_1925 132 287 292 110
ECDH10B_1926 41 88 75 10
ECDH10B_1927 38 172 135 94
ECDH10B_1928 45 149 197 68
ECDH10B_1929 28 8 155 69
ECDH10B_1930 87 84 262 45
ECDH10B_1931 88 101 242 50
ECDH10B_1932 148 304 1508 597
ECDH10B_1933 20 62 149 111
ECDH10B_1934 0 0 0 0
ECDH10B_1935 0 0 0 0
ECDH10B_1936 80 71 133 18
ECDH10B_1937 74 24 54 74
ECDH10B_1938 4 25 9 23
ECDH10B_1939 23 0 63 37
ECDH10B_1940 10 6 25 0
ECDH10B_1941 48 96 252 67
ECDH10B_1942 226 264 1171 563
ECDH10B_1943 99 198 1054 306
ECDH10B_1944 106 234 803 558
ECDH10B_1945 82 396 817 466
ECDH10B_1946 150 459 789 311
ECDH10B_1947 155 451 851 591
ECDH10B_1948 47 242 280 147
ECDH10B_1949 75 139 457 335
ECDH10B_1951 41 62 289 108
ECDH10B_1952 885 1215 2922 892
ECDH10B_1953 168 230 580 196
ECDH10B_1954 370 734 1701 635
ECDH10B_1955 2566 1558 604 243
ECDH10B_1956 1528 892 592 182
ECDH10B_1957 1500 1023 291 156
ECDH10B_1958 141 142 74 36
ECDH10B_1959 55 113 284 196
ECDH10B_1960 95 307 763 429
ECDH10B_1961 711 567 1365 2288
ECDH10B_1962 2952 2051 4865 6081
ECDH10B_1963 325 561 2232 858
ECDH10B_1964 363 249 672 569
ECDH10B_1965 146 113 1019 211
ECDH10B_1966 135 183 211 185
ECDH10B_1967 241 76 177 661
ECDH10B_1968 2540 1989 5032 3019
ECDH10B_1969 1070 2963 3636 2647
ECDH10B_1970 847 2086 4623 2046
ECDH10B_1971 457 602 835 639
ECDH10B_1972 113 204 277 199
ECDH10B_1973 132 313 762 355
ECDH10B_1974 107 123 564 336
ECDH10B_1975 13 10 346 58
ECDH10B_1976 34 43 188 84
ECDH10B_1977 52 126 373 122
ECDH10B_1980 67 261 511 294
ECDH10B_1981 293 563 1104 535
ECDH10B_1982 314 580 1312 736
ECDH10B_1983 41 103 346 192
ECDH10B_1984 143 186 1109 148
ECDH10B_1985 125 194 601 170
ECDH10B_1986 110 355 1077 359
ECDH10B_1987 203 380 1710 451
ECDH10B_1988 67 168 507 353
ECDH10B_1989 98 260 439 619
ECDH10B_1990 70 149 385 53
ECDH10B_1991 149 278 440 259
ECDH10B_1992 143 173 330 185
ECDH10B_1993 614 915 2699 1762
ECDH10B_1994 229 146 720 377
ECDH10B_1995 1765 2237 3189 1500
ECDH10B_1996 319 446 797 534
ECDH10B_1997 985 265 726 443
ECDH10B_1998 3935 255 864 369
ECDH10B_1999 290 311 352 85
ECDH10B_2000 449 243 737 243
ECDH10B_2001 240 333 748 356
ECDH10B_2002 33 164 280 140
ECDH10B_2003 168 432 886 397
ECDH10B_2004 279 851 1591 546
ECDH10B_2005 615 1358 2624 1343
ECDH10B_2006 529 1710 2476 1146
ECDH10B_2007 1103 1923 5085 2322
ECDH10B_2008 45 35 284 118
ECDH10B_2009 17 32 101 150
ECDH10B_2010 181 295 811 317
ECDH10B_2011 161 117 604 194
ECDH10B_2012 93 381 987 217
ECDH10B_2013 24 63 80 34
ECDH10B_2014 0 4 145 13
ECDH10B_2015 59 178 472 286
ECDH10B_2016 105 104 287 244
ECDH10B_2017 340 646 2127 1479
ECDH10B_2018 10 6 189 0
ECDH10B_2019 10 17 72 0
ECDH10B_2020 22 28 71 53
ECDH10B_2021 0 9 6 0
ECDH10B_2022 0 0 36 29
ECDH10B_2023 17 0 4 14
ECDH10B_2024 0 0 27 13
ECDH10B_2025 0 14 0 0
ECDH10B_2026 0 14 8 13
ECDH10B_2027 0 0 18 0
ECDH10B_2028 0 14 0 50
ECDH10B_2030 0 49 61 0
ECDH10B_2031 29 64 83 11
ECDH10B_2033 336 405 777 516
ECDH10B_2036 36 2 274 108
ECDH10B_2037 58 54 1106 317
ECDH10B_2038 14 20 954 431
ECDH10B_2039 23 17 190 41
ECDH10B_2040 18 95 141 58
ECDH10B_2041 0 23 45 66
ECDH10B_2042 365 263 741 205
ECDH10B_2043 134 359 1046 331
ECDH10B_2045 3 6 31 30
ECDH10B_2046 458 669 258 67
ECDH10B_2047 318 198 42 26
ECDH10B_2048 50 160 421 286
ECDH10B_2049 443 1157 1532 1096
ECDH10B_2050 3 31 95 60
ECDH10B_2051 0 32 72 15
ECDH10B_2052 138 246 446 136
ECDH10B_2053 237 473 461 334
ECDH10B_2054 657 1388 1846 592
ECDH10B_2055 497 920 1256 474
ECDH10B_2056 21 22 2 113
ECDH10B_2057 66 326 563 322
ECDH10B_2058 122 200 439 540
ECDH10B_2059 89 68 180 19
ECDH10B_2060 199 131 517 204
ECDH10B_2061 171 201 1942 573
ECDH10B_2062 10 9 26 24
ECDH10B_2063 0 11 26 3
ECDH10B_2065 34 61 94 21
ECDH10B_2066 0 0 3 20
ECDH10B_2067 0 0 0 0
ECDH10B_2068 192 270 923 393
ECDH10B_2069 318 346 712 1253
ECDH10B_2070 310 821 144 62
ECDH10B_2071 66 9 0 7
ECDH10B_2072 11 40 16 14
ECDH10B_2073 13 26 66 4
ECDH10B_2077 0 0 0 0
ECDH10B_2078 0 8 39 4
ECDH10B_2079 0 8 33 4
ECDH10B_2080 0 0 21 17
ECDH10B_2081 2 18 41 0
ECDH10B_2082 0 0 44 25
ECDH10B_2083 0 0 10 0
ECDH10B_2084 0 0 0 0
ECDH10B_2085 7 14 42 0
ECDH10B_2086 4 0 30 0
ECDH10B_2087 1 3 24 13
ECDH10B_2088 0 0 21 5
ECDH10B_2089 0 0 0 0
ECDH10B_2090 0 16 69 6
ECDH10B_2091 0 0 94 35
ECDH10B_2092 0 28 246 184
ECDH10B_2093 26 123 3014 1002
ECDH10B_2094 123 81 403 289
ECDH10B_2095 25 14 287 129
ECDH10B_2096 10 19 175 83
ECDH10B_2097 28 62 285 90
ECDH10B_2098 92 328 831 473
ECDH10B_2099 22 135 157 66
ECDH10B_2100 131 574 799 369
ECDH10B_2101 42 296 589 153
ECDH10B_2102 38 273 500 137
ECDH10B_2103 112 216 943 564
ECDH10B_2104 50 175 389 222
ECDH10B_2105 28 53 64 42
ECDH10B_2110 28 54 102 87
ECDH10B_2111 111 183 378 238
ECDH10B_2112 26 86 158 80
ECDH10B_2113 0 0 25 25
ECDH10B_2115 7 0 58 12
ECDH10B_2116 4672 0 20 10
ECDH10B_2117 222 22 68 13
ECDH10B_2118 53 35 192 45
ECDH10B_2119 228 124 419 324
ECDH10B_2120 7 0 25 21
ECDH10B_2121 134 258 689 309
ECDH10B_2125 187 408 780 357
ECDH10B_2126 257 530 1373 677
ECDH10B_2127 264 728 1149 1067
ECDH10B_2128 0 13 0 0
ECDH10B_2129 57 46 256 87
ECDH10B_2130 3 67 307 9
ECDH10B_2131 48 363 841 79
ECDH10B_2132 32 75 172 15
ECDH10B_2133 0 0 22 0
ECDH10B_2134 142 212 376 232
ECDH10B_2135 120 210 290 150
ECDH10B_2136 39 64 20 0
ECDH10B_2137 86 76 169 91
ECDH10B_2138 39 80 59 19
ECDH10B_2141 0 31 12 14
ECDH10B_2142 0 0 0 0
ECDH10B_2144 0 24 19 0
ECDH10B_2146 85 339 815 379
ECDH10B_2147 10 48 139 41
ECDH10B_2148 0 13 24 2
ECDH10B_2149 2 0 11 9
ECDH10B_2150 12 0 0 1
